                    *********************************************************************************
                    *  Z= 82 A=205: Positive-Parity Spin-dependent Level Density [MeV-1] for PB205  *
  11.00  0.761  2.88E+05 3.26E+05 6.22E+06 6.89E+03 1.26E+04 1.61E+04 1.83E+04 2.04E+04 2.12E+04 2.25E+04 2.51E+04 2.54E+04 2.47E+04 2.36E+04 2.15E+04 1.86E+04 1.59E+04 1.34E+04 1.10E+04 9.10E+03 7.07E+03 5.06E+03 3.47E+03 2.11E+03 1.08E+03 4.50E+02 1.60E+02 5.00E+01 2.33E+01 1.33E+01 6.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.795  1.00E+06 1.11E+06 2.20E+07 1.70E+04 3.31E+04 4.67E+04 5.91E+04 6.87E+04 7.39E+04 7.83E+04 8.26E+04 8.51E+04 8.30E+04 7.99E+04 7.39E+04 6.57E+04 5.61E+04 4.72E+04 3.92E+04 3.26E+04 2.59E+04 2.03E+04 1.49E+04 1.01E+04 6.14E+03 3.43E+03 1.72E+03 9.00E+02 4.63E+02 2.48E+02 1.28E+02 1.12E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.827  3.39E+06 3.66E+06 7.52E+07 4.28E+04 8.95E+04 1.37E+05 1.85E+05 2.25E+05 2.50E+05 2.61E+05 2.68E+05 2.70E+05 2.67E+05 2.59E+05 2.44E+05 2.22E+05 1.93E+05 1.64E+05 1.37E+05 1.13E+05 9.14E+04 7.29E+04 5.57E+04 4.04E+04 2.74E+04 1.72E+04 1.03E+04 5.90E+03 3.28E+03 1.79E+03 9.15E+02 7.05E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.858  1.11E+07 1.18E+07 2.49E+08 1.27E+05 2.64E+05 4.11E+05 5.63E+05 6.98E+05 7.84E+05 8.31E+05 8.50E+05 8.46E+05 8.26E+05 8.02E+05 7.65E+05 7.09E+05 6.35E+05 5.51E+05 4.68E+05 3.90E+05 3.18E+05 2.55E+05 2.02E+05 1.53E+05 1.11E+05 7.64E+04 5.03E+04 3.16E+04 1.89E+04 1.06E+04 5.64E+03 4.44E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.889  2.84E+07 2.28E+07 4.92E+08 2.54E+05 5.07E+05 7.76E+05 1.05E+06 1.29E+06 1.46E+06 1.56E+06 1.61E+06 1.62E+06 1.58E+06 1.53E+06 1.46E+06 1.35E+06 1.23E+06 1.08E+06 9.36E+05 7.89E+05 6.51E+05 5.29E+05 4.23E+05 3.29E+05 2.46E+05 1.80E+05 1.25E+05 8.32E+04 5.24E+04 3.09E+04 1.72E+04 1.52E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.918  6.18E+07 4.42E+07 9.77E+08 5.07E+05 9.74E+05 1.47E+06 1.96E+06 2.38E+06 2.71E+06 2.93E+06 3.06E+06 3.09E+06 3.03E+06 2.92E+06 2.78E+06 2.59E+06 2.38E+06 2.13E+06 1.87E+06 1.60E+06 1.33E+06 1.10E+06 8.86E+05 7.06E+05 5.48E+05 4.25E+05 3.09E+05 2.19E+05 1.46E+05 9.03E+04 5.21E+04 5.20E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.946  1.27E+08 8.63E+07 1.96E+09 1.01E+06 1.87E+06 2.77E+06 3.64E+06 4.40E+06 5.03E+06 5.50E+06 5.80E+06 5.91E+06 5.79E+06 5.57E+06 5.30E+06 4.95E+06 4.62E+06 4.18E+06 3.75E+06 3.24E+06 2.73E+06 2.27E+06 1.86E+06 1.52E+06 1.22E+06 1.00E+06 7.66E+05 5.76E+05 4.05E+05 2.64E+05 1.59E+05 1.78E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.973  2.55E+08 1.69E+08 3.96E+09 2.02E+06 3.60E+06 5.22E+06 6.79E+06 8.14E+06 9.35E+06 1.03E+07 1.10E+07 1.13E+07 1.11E+07 1.06E+07 1.01E+07 9.45E+06 8.95E+06 8.22E+06 7.51E+06 6.56E+06 5.58E+06 4.70E+06 3.89E+06 3.26E+06 2.72E+06 2.36E+06 1.90E+06 1.52E+06 1.13E+06 7.73E+05 4.82E+05 6.10E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.000  5.06E+08 3.34E+08 8.09E+09 4.04E+06 6.91E+06 9.86E+06 1.26E+07 1.50E+07 1.74E+07 1.94E+07 2.08E+07 2.16E+07 2.12E+07 2.03E+07 1.92E+07 1.81E+07 1.73E+07 1.61E+07 1.50E+07 1.33E+07 1.14E+07 9.74E+06 8.16E+06 7.01E+06 6.04E+06 5.56E+06 4.71E+06 4.00E+06 3.13E+06 2.26E+06 1.47E+06 2.09E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.026  1.01E+09 6.65E+08 1.68E+10 8.06E+06 1.33E+07 1.86E+07 2.36E+07 2.78E+07 3.23E+07 3.64E+07 3.95E+07 4.12E+07 4.06E+07 3.86E+07 3.67E+07 3.45E+07 3.36E+07 3.17E+07 3.01E+07 2.69E+07 2.34E+07 2.02E+07 1.71E+07 1.51E+07 1.35E+07 1.31E+07 1.17E+07 1.05E+07 8.71E+06 6.61E+06 4.46E+06 7.14E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.088  6.79E+09 3.96E+09 1.16E+11 4.54E+07 6.79E+07 9.13E+07 1.12E+08 1.29E+08 1.52E+08 1.76E+08 1.96E+08 2.08E+08 2.06E+08 1.94E+08 1.84E+08 1.74E+08 1.76E+08 1.72E+08 1.71E+08 1.57E+08 1.40E+08 1.25E+08 1.09E+08 1.02E+08 9.94E+07 1.12E+08 1.13E+08 1.18E+08 1.12E+08 9.67E+07 7.19E+07 1.55E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.147  4.65E+10 2.78E+10 9.95E+11 2.56E+08 3.47E+08 4.47E+08 5.29E+08 5.98E+08 7.16E+08 8.51E+08 9.69E+08 1.05E+09 1.05E+09 9.75E+08 9.23E+08 8.79E+08 9.18E+08 9.29E+08 9.68E+08 9.19E+08 8.38E+08 7.69E+08 6.92E+08 6.91E+08 7.35E+08 9.54E+08 1.09E+09 1.33E+09 1.45E+09 1.41E+09 1.16E+09 3.36E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.257  8.30E+12 3.27E+12 1.68E+14 8.12E+09 9.09E+09 1.07E+10 1.19E+10 1.29E+10 1.59E+10 1.99E+10 2.38E+10 2.68E+10 2.69E+10 2.46E+10 2.32E+10 2.24E+10 2.51E+10 2.72E+10 3.11E+10 3.14E+10 3.00E+10 2.93E+10 2.80E+10 3.17E+10 4.01E+10 6.94E+10 1.02E+11 1.68E+11 2.40E+11 3.03E+11 3.01E+11 1.58E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.451  9.21E+15 1.84E+15 7.90E+16 8.17E+12 6.23E+12 6.19E+12 5.99E+12 5.97E+12 7.79E+12 1.08E+13 1.43E+13 1.75E+13 1.78E+13 1.57E+13 1.47E+13 1.45E+13 1.87E+13 2.33E+13 3.22E+13 3.65E+13 3.86E+13 4.27E+13 4.58E+13 6.66E+13 1.20E+14 3.67E+14 8.92E+14 5.03E+11 7.18E+11 9.05E+11 9.02E+11 4.73E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.622  3.68E+16 3.68E+15 1.58E+17 1.63E+13 1.24E+13 1.24E+13 1.20E+13 1.19E+13 1.56E+13 2.17E+13 2.85E+13 3.49E+13 3.55E+13 3.14E+13 2.94E+13 2.91E+13 3.75E+13 4.67E+13 6.43E+13 7.30E+13 7.72E+13 8.54E+13 9.16E+13 1.33E+14 2.39E+14 7.35E+14 1.78E+15 1.50E+12 2.15E+12 2.71E+12 2.70E+12 1.42E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.777  9.21E+16 7.38E+15 3.18E+17 3.27E+13 2.49E+13 2.47E+13 2.39E+13 2.38E+13 3.11E+13 4.33E+13 5.70E+13 6.97E+13 7.09E+13 6.27E+13 5.88E+13 5.81E+13 7.49E+13 9.33E+13 1.29E+14 1.46E+14 1.54E+14 1.71E+14 1.83E+14 2.66E+14 4.79E+14 1.47E+15 3.57E+15 4.48E+12 6.41E+12 8.09E+12 8.07E+12 4.25E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.919  2.03E+17 1.48E+16 6.40E+17 6.53E+13 4.97E+13 4.94E+13 4.78E+13 4.76E+13 6.21E+13 8.65E+13 1.14E+14 1.39E+14 1.42E+14 1.25E+14 1.18E+14 1.16E+14 1.50E+14 1.86E+14 2.57E+14 2.92E+14 3.09E+14 3.41E+14 3.66E+14 5.32E+14 9.57E+14 2.94E+15 7.14E+15 1.34E+13 1.92E+13 2.42E+13 2.42E+13 1.27E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.052  4.27E+17 2.99E+16 1.29E+18 1.30E+14 9.94E+13 9.86E+13 9.55E+13 9.51E+13 1.24E+14 1.73E+14 2.28E+14 2.79E+14 2.83E+14 2.50E+14 2.35E+14 2.32E+14 2.99E+14 3.73E+14 5.14E+14 5.84E+14 6.17E+14 6.82E+14 7.32E+14 1.06E+15 1.91E+15 5.88E+15 1.43E+16 3.99E+13 5.72E+13 7.24E+13 7.23E+13 3.81E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.176  8.78E+17 6.04E+16 2.62E+18 2.61E+14 1.99E+14 1.97E+14 1.91E+14 1.90E+14 2.48E+14 3.45E+14 4.55E+14 5.57E+14 5.66E+14 5.00E+14 4.69E+14 4.64E+14 5.98E+14 7.45E+14 1.03E+15 1.17E+15 1.23E+15 1.36E+15 1.46E+15 2.13E+15 3.83E+15 1.18E+16 2.85E+16 1.19E+14 1.71E+14 2.16E+14 2.16E+14 1.14E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.294  1.79E+18 1.23E+17 5.34E+18 5.21E+14 3.97E+14 3.94E+14 3.81E+14 3.80E+14 4.95E+14 6.90E+14 9.09E+14 1.11E+15 1.13E+15 1.00E+15 9.38E+14 9.27E+14 1.20E+15 1.49E+15 2.05E+15 2.33E+15 2.47E+15 2.73E+15 2.93E+15 4.26E+15 7.65E+15 2.35E+16 5.71E+16 3.55E+14 5.11E+14 6.47E+14 6.47E+14 3.42E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.406  3.66E+18 2.51E+17 1.10E+19 1.04E+15 7.93E+14 7.87E+14 7.61E+14 7.59E+14 9.90E+14 1.38E+15 1.82E+15 2.22E+15 2.26E+15 2.00E+15 1.87E+15 1.85E+15 2.39E+15 2.98E+15 4.10E+15 4.66E+15 4.93E+15 5.45E+15 5.85E+15 8.51E+15 1.53E+16 4.70E+16 1.14E+17 1.06E+15 1.53E+15 1.94E+15 1.94E+15 1.02E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.513  7.50E+18 5.18E+17 2.29E+19 2.08E+15 1.59E+15 1.57E+15 1.52E+15 1.52E+15 1.98E+15 2.75E+15 3.63E+15 4.44E+15 4.52E+15 3.99E+15 3.75E+15 3.70E+15 4.77E+15 5.95E+15 8.21E+15 9.32E+15 9.86E+15 1.09E+16 1.17E+16 1.70E+16 3.06E+16 9.40E+16 2.28E+17 3.16E+15 4.56E+15 5.79E+15 5.80E+15 3.07E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.616  1.55E+19 1.08E+18 4.86E+19 4.17E+15 3.17E+15 3.14E+15 3.04E+15 3.03E+15 3.95E+15 5.50E+15 7.25E+15 8.88E+15 9.03E+15 7.98E+15 7.48E+15 7.40E+15 9.54E+15 1.19E+16 1.64E+16 1.86E+16 1.97E+16 2.18E+16 2.34E+16 3.40E+16 6.12E+16 1.88E+17 4.57E+17 9.43E+15 1.36E+16 1.73E+16 1.73E+16 9.19E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.714  3.25E+19 2.32E+18 1.06E+20 8.33E+15 6.33E+15 6.28E+15 6.07E+15 6.05E+15 7.89E+15 1.10E+16 1.45E+16 1.77E+16 1.81E+16 1.59E+16 1.50E+16 1.48E+16 1.91E+16 2.38E+16 3.28E+16 3.73E+16 3.94E+16 4.36E+16 4.68E+16 6.80E+16 1.22E+17 3.76E+17 9.13E+17 2.82E+16 4.07E+16 5.18E+16 5.19E+16 2.75E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.810  6.95E+19 5.08E+18 2.36E+20 1.66E+16 1.27E+16 1.25E+16 1.21E+16 1.21E+16 1.58E+16 2.20E+16 2.90E+16 3.55E+16 3.61E+16 3.19E+16 2.99E+16 2.95E+16 3.81E+16 4.75E+16 6.56E+16 7.45E+16 7.88E+16 8.71E+16 9.35E+16 1.36E+17 2.45E+17 7.52E+17 1.83E+18 8.40E+16 1.22E+17 1.55E+17 1.55E+17 8.25E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.902  1.52E+20 1.15E+19 5.47E+20 3.33E+16 2.53E+16 2.51E+16 2.42E+16 2.41E+16 3.15E+16 4.39E+16 5.79E+16 7.09E+16 7.21E+16 6.37E+16 5.97E+16 5.90E+16 7.62E+16 9.50E+16 1.31E+17 1.49E+17 1.57E+17 1.74E+17 1.87E+17 2.72E+17 4.89E+17 1.50E+18 3.65E+18 2.51E+17 3.64E+17 4.63E+17 4.65E+17 2.47E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  2.991  3.45E+20 2.70E+19 1.32E+21 6.65E+16 5.05E+16 5.01E+16 4.84E+16 4.82E+16 6.29E+16 8.77E+16 1.16E+17 1.42E+17 1.44E+17 1.27E+17 1.19E+17 1.18E+17 1.52E+17 1.90E+17 2.62E+17 2.98E+17 3.15E+17 3.48E+17 3.74E+17 5.44E+17 9.79E+17 3.01E+18 7.30E+18 7.48E+17 1.09E+18 1.39E+18 1.39E+18 7.41E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.078  8.09E+20 6.59E+19 3.31E+21 1.33E+17 1.01E+17 1.00E+17 9.68E+16 9.64E+16 1.26E+17 1.75E+17 2.31E+17 2.83E+17 2.88E+17 2.54E+17 2.39E+17 2.36E+17 3.04E+17 3.79E+17 5.24E+17 5.95E+17 6.29E+17 6.96E+17 7.47E+17 1.09E+18 1.96E+18 6.01E+18 1.46E+19 2.23E+18 3.25E+18 4.14E+18 4.16E+18 2.22E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.162  1.98E+21 1.67E+20 8.63E+21 2.66E+17 2.02E+17 2.00E+17 1.93E+17 1.93E+17 2.51E+17 3.50E+17 4.62E+17 5.66E+17 5.75E+17 5.08E+17 4.77E+17 4.71E+17 6.08E+17 7.58E+17 1.05E+18 1.19E+18 1.26E+18 1.39E+18 1.49E+18 2.17E+18 3.91E+18 1.20E+19 2.92E+19 6.66E+18 9.70E+18 1.24E+19 1.24E+19 6.65E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.244  5.02E+21 4.42E+20 2.33E+22 5.31E+17 4.03E+17 4.00E+17 3.86E+17 3.85E+17 5.02E+17 7.00E+17 9.23E+17 1.13E+18 1.15E+18 1.02E+18 9.53E+17 9.42E+17 1.22E+18 1.52E+18 2.09E+18 2.38E+18 2.52E+18 2.78E+18 2.99E+18 4.35E+18 7.83E+18 2.40E+19 5.84E+19 1.99E+19 2.90E+19 3.71E+19 3.73E+19 1.99E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 82 A=209: Negative-parity Spin-dependent Level Density [MeV-1] for PB209  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.115  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.162  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.199  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.229  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.256  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
