                    *********************************************************************************
                    *  Z= 81 A=204: Positive-Parity Spin-dependent Level Density [MeV-1] for TL204  *
  70.00  1.943  8.06E+21 5.86E+20 1.71E+22 1.23E+18 3.67E+18 6.08E+18 8.45E+18 1.08E+19 1.31E+19 1.55E+19 1.79E+19 2.03E+19 2.29E+19 2.56E+19 2.84E+19 3.13E+19 3.40E+19 3.67E+19 3.92E+19 4.14E+19 4.32E+19 4.48E+19 4.61E+19 4.71E+19 4.78E+19 4.40E+16 3.95E+16 3.51E+16 3.07E+16 2.64E+16 2.25E+16 2.29E+16 5.08E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.077  1.68E+22 1.17E+21 3.42E+22 2.45E+18 7.34E+18 1.22E+19 1.69E+19 2.16E+19 2.62E+19 3.09E+19 3.57E+19 4.07E+19 4.59E+19 5.13E+19 5.69E+19 6.25E+19 6.81E+19 7.34E+19 7.83E+19 8.27E+19 8.65E+19 8.96E+19 9.22E+19 9.42E+19 9.57E+19 1.31E+17 1.18E+17 1.05E+17 9.16E+16 7.87E+16 6.73E+16 6.85E+16 1.52E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.203  3.44E+22 2.34E+21 6.85E+22 4.91E+18 1.47E+19 2.43E+19 3.38E+19 4.32E+19 5.25E+19 6.18E+19 7.14E+19 8.14E+19 9.17E+19 1.03E+20 1.14E+20 1.25E+20 1.36E+20 1.47E+20 1.57E+20 1.65E+20 1.73E+20 1.79E+20 1.84E+20 1.88E+20 1.91E+20 3.91E+17 3.52E+17 3.12E+17 2.73E+17 2.35E+17 2.01E+17 2.05E+17 4.53E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.322  6.96E+22 4.69E+21 1.37E+23 9.81E+18 2.93E+19 4.86E+19 6.76E+19 8.63E+19 1.05E+20 1.24E+20 1.43E+20 1.63E+20 1.83E+20 2.05E+20 2.27E+20 2.50E+20 2.72E+20 2.94E+20 3.13E+20 3.31E+20 3.46E+20 3.58E+20 3.69E+20 3.77E+20 3.83E+20 1.16E+18 1.05E+18 9.31E+17 8.16E+17 7.01E+17 6.00E+17 6.11E+17 1.36E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.435  1.40E+23 9.39E+21 2.74E+23 1.96E+19 5.87E+19 9.72E+19 1.35E+20 1.73E+20 2.10E+20 2.47E+20 2.86E+20 3.25E+20 3.67E+20 4.10E+20 4.55E+20 5.00E+20 5.44E+20 5.87E+20 6.26E+20 6.61E+20 6.92E+20 7.17E+20 7.37E+20 7.54E+20 7.65E+20 3.47E+18 3.13E+18 2.78E+18 2.43E+18 2.09E+18 1.79E+18 1.83E+18 4.05E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.544  2.81E+23 1.88E+22 5.50E+23 3.92E+19 1.17E+20 1.94E+20 2.70E+20 3.45E+20 4.20E+20 4.95E+20 5.71E+20 6.51E+20 7.34E+20 8.20E+20 9.09E+20 1.00E+21 1.09E+21 1.17E+21 1.25E+21 1.32E+21 1.38E+21 1.43E+21 1.47E+21 1.51E+21 1.53E+21 1.03E+19 9.32E+18 8.28E+18 7.26E+18 6.24E+18 5.35E+18 5.45E+18 1.21E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.648  5.63E+23 3.77E+22 1.10E+24 7.84E+19 2.35E+20 3.89E+20 5.41E+20 6.90E+20 8.39E+20 9.89E+20 1.14E+21 1.30E+21 1.47E+21 1.64E+21 1.82E+21 2.00E+21 2.18E+21 2.35E+21 2.51E+21 2.65E+21 2.77E+21 2.87E+21 2.95E+21 3.01E+21 3.06E+21 3.08E+19 2.78E+19 2.47E+19 2.17E+19 1.86E+19 1.60E+19 1.63E+19 3.61E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.748  1.13E+24 7.55E+22 2.22E+24 1.57E+20 4.69E+20 7.77E+20 1.08E+21 1.38E+21 1.68E+21 1.98E+21 2.28E+21 2.60E+21 2.93E+21 3.28E+21 3.64E+21 4.00E+21 4.35E+21 4.70E+21 5.01E+21 5.29E+21 5.53E+21 5.73E+21 5.90E+21 6.03E+21 6.12E+21 9.20E+19 8.29E+19 7.37E+19 6.47E+19 5.56E+19 4.77E+19 4.87E+19 1.08E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.844  2.26E+24 1.52E+23 4.46E+24 3.14E+20 9.38E+20 1.55E+21 2.16E+21 2.76E+21 3.35E+21 3.95E+21 4.57E+21 5.20E+21 5.87E+21 6.56E+21 7.27E+21 7.99E+21 8.71E+21 9.39E+21 1.00E+22 1.06E+22 1.11E+22 1.15E+22 1.18E+22 1.21E+22 1.22E+22 2.74E+20 2.47E+20 2.20E+20 1.93E+20 1.66E+20 1.42E+20 1.45E+20 3.23E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.937  4.54E+24 3.05E+23 9.01E+24 6.27E+20 1.88E+21 3.11E+21 4.32E+21 5.52E+21 6.71E+21 7.91E+21 9.13E+21 1.04E+22 1.17E+22 1.31E+22 1.45E+22 1.60E+22 1.74E+22 1.88E+22 2.00E+22 2.12E+22 2.21E+22 2.29E+22 2.36E+22 2.41E+22 2.45E+22 8.17E+20 7.37E+20 6.55E+20 5.76E+20 4.95E+20 4.25E+20 4.34E+20 9.64E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.028  9.14E+24 6.14E+23 1.83E+25 1.25E+21 3.75E+21 6.22E+21 8.64E+21 1.10E+22 1.34E+22 1.58E+22 1.83E+22 2.08E+22 2.35E+22 2.62E+22 2.91E+22 3.20E+22 3.48E+22 3.75E+22 4.01E+22 4.23E+22 4.42E+22 4.59E+22 4.72E+22 4.82E+22 4.90E+22 2.44E+21 2.20E+21 1.95E+21 1.72E+21 1.48E+21 1.27E+21 1.30E+21 2.88E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.115  1.84E+25 1.24E+24 3.73E+25 2.51E+21 7.50E+21 1.24E+22 1.73E+22 2.21E+22 2.68E+22 3.16E+22 3.65E+22 4.16E+22 4.69E+22 5.24E+22 5.81E+22 6.39E+22 6.96E+22 7.51E+22 8.01E+22 8.46E+22 8.85E+22 9.17E+22 9.43E+22 9.64E+22 9.79E+22 7.26E+21 6.55E+21 5.83E+21 5.12E+21 4.41E+21 3.79E+21 3.88E+21 8.61E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.201  3.73E+25 2.53E+24 7.69E+25 5.01E+21 1.50E+22 2.49E+22 3.46E+22 4.41E+22 5.36E+22 6.32E+22 7.30E+22 8.32E+22 9.38E+22 1.05E+23 1.16E+23 1.28E+23 1.39E+23 1.50E+23 1.60E+23 1.69E+23 1.77E+23 1.83E+23 1.89E+23 1.93E+23 1.96E+23 2.16E+22 1.95E+22 1.74E+22 1.53E+22 1.32E+22 1.13E+22 1.16E+22 2.57E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.284  7.59E+25 5.20E+24 1.61E+26 1.00E+22 3.00E+22 4.97E+22 6.91E+22 8.82E+22 1.07E+23 1.26E+23 1.46E+23 1.66E+23 1.88E+23 2.10E+23 2.33E+23 2.56E+23 2.78E+23 3.00E+23 3.20E+23 3.38E+23 3.54E+23 3.67E+23 3.77E+23 3.86E+23 3.92E+23 6.45E+22 5.83E+22 5.19E+22 4.56E+22 3.93E+22 3.38E+22 3.46E+22 7.69E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 81 A=206: Positive-Parity Spin-dependent Level Density [MeV-1] for TL206  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.116  1.00E+00 6.67E+00 2.00E+01 1.67E+00 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.163  3.00E+00 3.33E+00 1.33E+01 0.00E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.200  4.00E+00 1.00E+01 4.67E+01 0.00E+00 3.33E+00 5.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.231  6.00E+00 6.67E+00 3.33E+01 0.00E+00 1.67E+00 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.258  9.00E+00 1.67E+01 8.67E+01 1.67E+00 3.33E+00 5.00E+00 5.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.283  1.30E+01 1.50E+01 8.83E+01 1.67E+00 3.33E+00 3.33E+00 3.33E+00 1.67E+00 0.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.306  1.60E+01 8.33E+00 6.17E+01 0.00E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 0.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.327  2.00E+01 2.50E+01 3.22E+02 0.00E+00 1.67E+00 3.33E+00 3.33E+00 1.67E+00 1.67E+00 3.33E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.347  2.60E+01 2.33E+01 3.00E+02 0.00E+00 1.67E+00 3.33E+00 3.33E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.365  3.20E+01 2.00E+01 2.80E+02 0.00E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.383  3.50E+01 6.67E+00 4.00E+01 0.00E+00 1.67E+00 1.67E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.400  3.80E+01 2.00E+01 1.37E+02 1.67E+00 3.33E+00 5.00E+00 3.33E+00 3.33E+00 1.67E+00 0.00E+00 0.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.417  4.40E+01 2.33E+01 1.73E+02 1.67E+00 3.33E+00 5.00E+00 5.00E+00 3.33E+00 1.67E+00 0.00E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.432  4.90E+01 1.67E+01 1.10E+02 1.67E+00 3.33E+00 6.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.447  5.60E+01 4.37E+01 3.44E+02 6.67E+00 5.36E+00 8.33E+00 6.67E+00 6.67E+00 0.00E+00 0.00E+00 3.33E+00 3.33E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.462  7.40E+01 9.37E+01 8.68E+02 1.00E+01 8.69E+00 1.17E+01 1.50E+01 1.17E+01 5.00E+00 1.00E+01 6.67E+00 6.67E+00 5.00E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.476  1.14E+02 2.28E+02 2.30E+03 1.50E+01 1.33E+01 2.17E+01 3.50E+01 3.50E+01 2.83E+01 2.67E+01 1.67E+01 1.67E+01 1.50E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.490  1.81E+02 3.10E+02 3.04E+03 2.50E+01 2.67E+01 3.00E+01 4.33E+01 4.50E+01 3.67E+01 3.00E+01 2.33E+01 2.00E+01 2.00E+01 1.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.504  3.18E+02 7.85E+02 9.46E+03 3.67E+01 4.33E+01 6.67E+01 8.17E+01 9.33E+01 7.83E+01 7.00E+01 7.67E+01 7.50E+01 8.33E+01 4.67E+01 2.33E+01 1.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.517  5.44E+02 1.02E+03 1.20E+04 4.50E+01 6.00E+01 9.00E+01 1.12E+02 1.23E+02 1.12E+02 1.02E+02 9.67E+01 9.33E+01 8.83E+01 5.67E+01 3.17E+01 1.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.542  1.16E+03 1.45E+03 1.74E+04 4.17E+01 7.50E+01 1.25E+02 1.60E+02 1.70E+02 1.73E+02 1.58E+02 1.50E+02 1.48E+02 1.12E+02 8.00E+01 3.83E+01 1.50E+01 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
