                    *********************************************************************************
                    *  Z= 24 A= 41: Positive-Parity Spin-dependent Level Density [MeV-1] for CR 41  *
   4.50  0.847  4.70E+01 4.10E+01 3.75E+02 4.84E-01 6.21E+00 1.07E+01 4.46E+00 1.00E+01 1.21E+00 5.85E-01 4.41E+00 1.50E+00 1.42E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.870  5.80E+01 5.12E+01 4.52E+02 3.36E+00 8.58E+00 1.19E+01 6.19E+00 8.12E+00 5.24E+00 3.70E-01 1.66E+00 1.58E+00 4.27E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.893  7.40E+01 7.46E+01 5.82E+02 1.27E+01 8.98E+00 1.82E+01 1.05E+01 8.12E+00 4.76E+00 3.41E+00 3.57E+00 1.50E+00 2.85E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.936  1.27E+02 1.39E+02 1.05E+03 2.81E+01 3.02E+01 1.79E+01 2.05E+01 6.67E+00 1.17E+01 1.02E+01 6.96E+00 3.63E+00 1.93E+00 1.42E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.978  2.09E+02 1.90E+02 1.83E+03 1.75E+01 2.84E+01 4.05E+01 1.97E+01 1.70E+01 1.60E+01 1.44E+01 1.12E+01 6.47E+00 5.19E+00 8.84E+00 1.62E+00 1.61E+00 1.42E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  1.018  3.51E+02 3.75E+02 3.29E+03 5.05E+01 5.70E+01 6.09E+01 4.92E+01 5.51E+01 2.85E+01 2.62E+01 1.26E+01 1.22E+01 1.03E+01 6.87E+00 2.85E+00 0.00E+00 1.51E-01 8.07E-02 2.85E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.056  5.94E+02 5.99E+02 5.65E+03 6.67E+01 9.49E+01 8.41E+01 9.09E+01 6.58E+01 4.92E+01 4.38E+01 2.35E+01 2.93E+01 1.90E+01 1.31E+01 1.31E+01 2.85E+00 2.85E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.093  9.76E+02 9.26E+02 9.17E+03 7.73E+01 1.15E+02 1.69E+02 1.32E+02 1.02E+02 9.78E+01 6.35E+01 5.01E+01 2.76E+01 3.49E+01 1.73E+01 1.86E+01 8.79E+00 3.84E+00 4.27E+00 1.71E-01 1.60E+00 1.42E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.129  1.58E+03 1.50E+03 1.46E+04 1.71E+02 2.17E+02 2.27E+02 2.15E+02 1.55E+02 1.23E+02 1.03E+02 8.58E+01 5.95E+01 4.98E+01 3.76E+01 2.30E+01 9.82E+00 8.92E+00 4.52E+00 3.60E+00 7.12E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.164  2.54E+03 2.34E+03 2.24E+04 2.64E+02 3.80E+02 3.46E+02 3.37E+02 2.59E+02 1.84E+02 1.57E+02 8.77E+01 9.32E+01 4.88E+01 6.40E+01 3.76E+01 3.11E+01 1.92E+01 9.08E+00 1.01E+01 2.08E+00 1.42E+00 1.42E+00 0.00E+00 3.32E-02 2.85E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.198  4.06E+03 3.76E+03 3.73E+04 3.24E+02 5.16E+02 6.84E+02 5.73E+02 4.16E+02 2.81E+02 2.51E+02 1.94E+02 1.53E+02 1.18E+02 6.07E+01 6.49E+01 3.95E+01 2.23E+01 1.54E+01 1.96E+01 6.31E+00 1.28E+01 6.03E+00 1.42E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.231  6.58E+03 6.31E+03 6.36E+04 5.83E+02 9.79E+02 9.97E+02 8.06E+02 7.64E+02 5.12E+02 3.64E+02 3.51E+02 2.57E+02 2.25E+02 1.49E+02 9.18E+01 5.32E+01 6.01E+01 3.71E+01 2.02E+01 2.79E+01 6.85E+00 6.23E+00 1.97E+00 7.12E+00 4.31E-01 5.74E+00 1.42E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.263  1.06E+04 9.81E+03 1.00E+05 9.62E+02 1.45E+03 1.52E+03 1.32E+03 9.94E+02 8.70E+02 7.00E+02 5.32E+02 3.22E+02 3.21E+02 2.35E+02 1.51E+02 1.50E+02 8.15E+01 4.78E+01 6.05E+01 3.90E+01 1.02E+01 2.24E+01 3.85E+00 3.94E+00 6.05E+00 2.85E+00 0.00E+00 0.00E+00 0.00E+00 8.92E-03 2.85E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.324  2.86E+04 2.62E+04 2.75E+05 2.34E+03 3.69E+03 3.95E+03 3.56E+03 2.83E+03 2.32E+03 1.71E+03 1.44E+03 1.16E+03 8.84E+02 7.08E+02 5.20E+02 3.04E+02 2.58E+02 1.89E+02 1.21E+02 7.63E+01 5.61E+01 2.49E+01 2.69E+01 1.28E+01 1.62E+01 6.84E+00 1.61E+01 4.47E+00 2.85E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.383  7.63E+04 6.91E+04 7.44E+05 5.45E+03 9.47E+03 1.05E+04 9.50E+03 7.49E+03 5.95E+03 4.59E+03 3.82E+03 3.13E+03 2.54E+03 1.77E+03 1.47E+03 9.75E+02 7.51E+02 4.95E+02 3.15E+02 2.41E+02 2.00E+02 1.34E+02 5.65E+01 6.40E+01 3.39E+01 3.94E+01 1.95E+01 2.85E+01 3.12E+00 3.11E+00 5.70E+00 1.42E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.440  1.99E+05 1.77E+05 1.96E+06 1.44E+04 2.35E+04 2.59E+04 2.32E+04 1.88E+04 1.54E+04 1.26E+04 1.01E+04 7.99E+03 6.18E+03 5.23E+03 3.68E+03 3.07E+03 2.04E+03 1.63E+03 1.09E+03 7.99E+02 5.27E+02 3.16E+02 2.77E+02 1.72E+02 1.30E+02 8.60E+01 6.74E+01 1.96E+01 3.55E+01 2.70E+01 2.19E+01 5.70E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.494  5.11E+05 4.46E+05 5.06E+06 3.42E+04 5.77E+04 6.40E+04 5.88E+04 4.70E+04 3.88E+04 3.09E+04 2.49E+04 2.03E+04 1.67E+04 1.34E+04 1.01E+04 7.73E+03 6.03E+03 4.45E+03 3.33E+03 2.37E+03 1.65E+03 1.15E+03 7.24E+02 6.00E+02 3.63E+02 2.15E+02 1.90E+02 1.28E+02 4.16E+01 8.55E+01 5.84E+01 3.28E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.546  1.10E+06 7.29E+05 8.37E+06 5.34E+04 9.54E+04 1.04E+05 9.57E+04 7.56E+04 6.30E+04 5.01E+04 4.08E+04 3.40E+04 2.67E+04 2.24E+04 1.69E+04 1.39E+04 1.02E+04 7.47E+03 5.54E+03 4.08E+03 2.85E+03 2.28E+03 1.39E+03 1.02E+03 5.85E+02 5.31E+02 3.42E+02 1.65E+02 2.15E+02 1.29E+02 1.70E+02 6.01E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.597  2.06E+06 1.19E+06 1.38E+07 8.34E+04 1.58E+05 1.67E+05 1.56E+05 1.22E+05 1.02E+05 8.13E+04 6.69E+04 5.70E+04 4.27E+04 3.75E+04 2.84E+04 2.50E+04 1.72E+04 1.25E+04 9.23E+03 7.00E+03 4.93E+03 4.55E+03 2.05E+03 1.43E+03 8.07E+02 8.47E+02 4.95E+02 2.02E+02 3.88E+02 1.72E+02 2.82E+02 8.75E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.646  3.62E+06 1.94E+06 2.27E+07 1.30E+05 2.61E+05 2.71E+05 2.54E+05 1.96E+05 1.66E+05 1.32E+05 1.10E+05 9.57E+04 6.84E+04 6.29E+04 4.76E+04 4.49E+04 2.92E+04 2.11E+04 1.54E+04 1.20E+04 8.51E+03 9.07E+03 3.04E+03 2.02E+03 1.03E+03 1.16E+03 6.48E+02 2.40E+02 5.61E+02 2.15E+02 3.94E+02 1.15E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.694  6.18E+06 3.18E+06 3.75E+07 2.03E+05 4.32E+05 4.38E+05 4.14E+05 3.15E+05 2.69E+05 2.14E+05 1.80E+05 1.60E+05 1.09E+05 1.05E+05 7.97E+04 8.07E+04 4.93E+04 3.54E+04 2.56E+04 2.07E+04 1.47E+04 1.81E+04 4.49E+03 2.85E+03 1.25E+03 1.48E+03 8.01E+02 2.77E+02 7.34E+02 2.59E+02 5.05E+02 1.42E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.740  1.04E+07 5.20E+06 6.19E+07 3.17E+05 7.15E+05 7.08E+05 6.74E+05 5.06E+05 4.37E+05 3.47E+05 2.96E+05 2.69E+05 1.75E+05 1.76E+05 1.34E+05 1.45E+05 8.34E+04 5.94E+04 4.26E+04 3.55E+04 2.54E+04 3.60E+04 6.65E+03 4.01E+03 1.52E+03 1.88E+03 9.54E+02 3.14E+02 9.07E+02 3.02E+02 6.17E+02 1.70E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.786  1.72E+07 8.51E+06 1.03E+08 4.95E+05 1.18E+06 1.15E+06 1.10E+06 8.14E+05 7.09E+05 5.63E+05 4.85E+05 4.51E+05 2.80E+05 2.95E+05 2.24E+05 2.61E+05 1.41E+05 9.97E+04 7.10E+04 6.10E+04 4.39E+04 7.17E+04 9.83E+03 5.66E+03 1.85E+03 2.39E+03 1.11E+03 3.52E+02 1.08E+03 3.45E+02 7.29E+02 1.97E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.894  6.46E+07 2.94E+07 3.66E+08 1.51E+06 4.16E+06 3.81E+06 3.72E+06 2.67E+06 2.38E+06 1.89E+06 1.67E+06 1.64E+06 9.05E+05 1.07E+06 8.14E+05 1.13E+06 5.25E+05 3.64E+05 2.54E+05 2.36E+05 1.72E+05 4.02E+05 2.61E+04 1.34E+04 3.02E+03 4.36E+03 1.49E+03 4.45E+02 1.51E+03 4.54E+02 1.01E+03 2.65E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.996  2.29E+08 1.02E+08 1.33E+09 4.59E+06 1.46E+07 1.27E+07 1.26E+07 8.76E+06 7.98E+06 6.33E+06 5.76E+06 5.99E+06 2.93E+06 3.90E+06 2.96E+06 4.89E+06 1.95E+06 1.33E+06 9.09E+05 9.13E+05 6.74E+05 2.25E+06 6.95E+04 3.15E+04 4.92E+03 7.94E+03 2.00E+03 5.38E+02 2.12E+03 5.62E+02 1.29E+03 3.34E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.187  3.68E+09 1.28E+09 1.86E+10 4.25E+07 1.81E+08 1.40E+08 1.44E+08 9.44E+07 8.98E+07 7.12E+07 6.84E+07 7.95E+07 3.06E+07 5.14E+07 3.91E+07 9.16E+07 2.70E+07 1.78E+07 1.16E+07 1.37E+07 1.04E+07 7.08E+07 4.91E+05 1.75E+05 1.31E+04 2.64E+04 3.63E+03 7.25E+02 4.15E+03 7.79E+02 2.10E+03 4.71E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.525  1.31E+12 2.60E+11 5.56E+12 3.65E+09 2.78E+10 1.72E+10 1.90E+10 1.09E+10 1.14E+10 8.99E+09 9.66E+09 1.40E+10 3.36E+09 8.94E+09 6.83E+09 3.22E+10 5.17E+09 3.16E+09 1.91E+09 3.06E+09 2.45E+09 6.98E+10 2.46E+07 5.44E+06 9.23E+04 2.92E+05 1.19E+04 1.10E+03 1.60E+04 1.21E+03 5.58E+03 7.44E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.823  6.73E+12 8.25E+11 1.18E+13 3.14E+11 5.55E+10 3.42E+10 3.78E+10 2.18E+10 2.27E+10 1.79E+10 1.93E+10 2.79E+10 6.68E+09 1.78E+10 1.36E+10 6.44E+10 1.03E+10 6.30E+09 3.81E+09 6.10E+09 4.88E+09 1.40E+11 1.23E+09 1.69E+08 6.52E+05 3.22E+06 3.89E+04 1.47E+03 6.15E+04 1.65E+03 1.49E+04 1.02E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.093  1.51E+14 2.80E+13 7.87E+13 2.69E+13 1.11E+11 6.81E+10 7.52E+10 4.34E+10 4.52E+10 3.57E+10 3.84E+10 5.57E+10 1.33E+10 3.56E+10 2.72E+10 1.29E+11 2.06E+10 1.26E+10 7.59E+09 1.22E+10 9.75E+09 2.79E+11 6.15E+10 5.23E+09 4.61E+06 3.56E+07 1.27E+05 1.97E+03 2.37E+05 2.23E+03 3.95E+04 1.29E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  3.341  1.19E+16 2.32E+15 4.80E+15 2.31E+15 2.21E+11 1.36E+11 1.50E+11 8.64E+10 9.00E+10 7.11E+10 7.65E+10 1.11E+11 2.65E+10 7.09E+10 5.42E+10 2.57E+11 4.11E+10 2.51E+10 1.51E+10 2.43E+10 1.95E+10 5.58E+11 3.07E+12 1.62E+11 3.25E+07 3.94E+08 4.17E+05 2.64E+03 9.11E+05 3.03E+03 1.05E+05 1.64E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.571  1.02E+18 1.99E+17 4.04E+17 1.99E+17 4.40E+11 2.70E+11 2.99E+11 1.72E+11 1.79E+11 1.42E+11 1.52E+11 2.22E+11 5.27E+10 1.41E+11 1.08E+11 5.13E+11 8.19E+10 5.00E+10 3.02E+10 4.85E+10 3.88E+10 1.11E+12 1.54E+14 5.02E+12 2.30E+08 4.35E+09 1.37E+06 3.54E+03 3.51E+06 4.12E+03 2.80E+05 2.08E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.788  8.73E+19 1.71E+19 3.44E+19 1.71E+19 8.77E+11 5.38E+11 5.95E+11 3.43E+11 3.57E+11 2.82E+11 3.04E+11 4.42E+11 1.05E+11 2.82E+11 2.16E+11 1.02E+12 1.63E+11 9.97E+10 6.02E+10 9.67E+10 7.75E+10 2.23E+12 7.69E+15 1.56E+14 1.62E+09 4.80E+10 4.48E+06 4.74E+03 1.35E+07 5.59E+03 7.43E+05 2.64E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  3.993  7.50E+21 1.46E+21 2.94E+21 1.46E+21 1.75E+12 1.07E+12 1.19E+12 6.82E+11 7.11E+11 5.62E+11 6.05E+11 8.81E+11 2.09E+11 5.63E+11 4.30E+11 2.04E+12 3.26E+11 1.99E+11 1.20E+11 1.93E+11 1.55E+11 4.45E+12 3.85E+17 4.83E+15 1.15E+10 5.31E+11 1.47E+07 6.35E+03 5.19E+07 7.58E+03 1.98E+06 3.35E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  4.188  6.44E+23 1.26E+23 2.52E+23 1.26E+23 3.48E+12 2.13E+12 2.36E+12 1.36E+12 1.42E+12 1.12E+12 1.21E+12 1.76E+12 4.16E+11 1.12E+12 8.57E+11 4.08E+12 6.50E+11 3.97E+11 2.39E+11 3.85E+11 3.09E+11 8.90E+12 1.92E+19 1.50E+17 8.10E+10 5.86E+12 4.81E+07 8.51E+03 2.00E+08 1.03E+04 5.26E+06 4.25E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  4.374  5.53E+25 1.08E+25 2.16E+25 1.08E+25 6.94E+12 4.25E+12 4.71E+12 2.71E+12 2.82E+12 2.23E+12 2.40E+12 3.50E+12 8.29E+11 2.24E+12 1.71E+12 8.16E+12 1.30E+12 7.91E+11 4.77E+11 7.69E+11 6.16E+11 1.78E+13 9.62E+20 4.64E+18 5.72E+11 6.48E+13 1.57E+08 1.14E+04 7.69E+08 1.40E+04 1.40E+07 5.39E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.552  4.75E+27 9.28E+26 1.86E+27 9.28E+26 1.38E+13 8.47E+12 9.38E+12 5.39E+12 5.62E+12 4.44E+12 4.79E+12 6.99E+12 1.65E+12 4.46E+12 3.41E+12 1.63E+13 2.59E+12 1.58E+12 9.51E+11 1.53E+12 1.23E+12 3.56E+13 4.81E+22 1.44E+20 4.04E+12 7.16E+14 5.16E+08 1.53E+04 2.96E+09 1.90E+04 3.72E+07 6.84E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
