                    *********************************************************************************
                    *  Z= 22 A= 38: Positive-Parity Spin-dependent Level Density [MeV-1] for TI 38  *
 130.00  4.520  2.00E+22 3.80E+21 1.64E+23 6.97E+13 1.67E+14 3.64E+14 5.05E+14 8.59E+14 1.22E+15 2.10E+15 3.15E+15 5.62E+15 9.43E+15 1.96E+16 3.96E+16 9.92E+14 1.53E+15 2.85E+15 4.89E+15 1.25E+16 2.67E+16 1.46E+12 1.39E+12 1.43E+12 3.80E+21 3.51E+16 3.97E+11 3.07E+06 1.32E+05 7.75E+03 2.75E+03 1.16E+03 1.16E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.690  8.32E+23 1.59E+23 6.82E+24 1.39E+14 3.34E+14 7.28E+14 1.01E+15 1.72E+15 2.45E+15 4.20E+15 6.30E+15 1.12E+16 1.89E+16 3.91E+16 7.91E+16 2.96E+15 4.56E+15 8.53E+15 1.46E+16 3.75E+16 8.01E+16 2.92E+12 2.77E+12 2.86E+12 1.59E+23 5.49E+17 2.35E+12 6.45E+06 2.14E+05 9.90E+03 3.24E+03 1.27E+03 1.27E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  4.855  3.46E+25 6.60E+24 2.84E+26 2.79E+14 6.68E+14 1.45E+15 2.02E+15 3.43E+15 4.89E+15 8.40E+15 1.26E+16 2.25E+16 3.77E+16 7.83E+16 1.58E+17 8.81E+15 1.36E+16 2.55E+16 4.38E+16 1.12E+17 2.40E+17 5.82E+12 5.53E+12 5.71E+12 6.60E+24 8.58E+18 1.39E+13 1.36E+07 3.46E+05 1.26E+04 3.82E+03 1.39E+03 1.39E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  5.014  1.44E+27 2.75E+26 1.18E+28 5.57E+14 1.33E+15 2.91E+15 4.03E+15 6.87E+15 9.78E+15 1.68E+16 2.52E+16 4.50E+16 7.54E+16 1.57E+17 3.16E+17 2.63E+16 4.06E+16 7.61E+16 1.31E+17 3.36E+17 7.19E+17 1.16E+13 1.10E+13 1.14E+13 2.75E+26 1.34E+20 8.20E+13 2.85E+07 5.61E+05 1.62E+04 4.50E+03 1.52E+03 1.52E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  5.169  6.01E+28 1.15E+28 4.93E+29 1.11E+15 2.67E+15 5.81E+15 8.06E+15 1.37E+16 1.95E+16 3.36E+16 5.04E+16 8.99E+16 1.51E+17 3.13E+17 6.33E+17 7.82E+16 1.21E+17 2.27E+17 3.92E+17 1.01E+18 2.15E+18 2.32E+13 2.20E+13 2.28E+13 1.15E+28 2.10E+21 4.85E+14 6.00E+07 9.10E+05 2.06E+04 5.30E+03 1.66E+03 1.66E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  5.318  2.51E+30 4.78E+29 2.05E+31 2.23E+15 5.33E+15 1.16E+16 1.61E+16 2.74E+16 3.91E+16 6.71E+16 1.01E+17 1.80E+17 3.01E+17 6.26E+17 1.27E+18 2.33E+17 3.61E+17 6.80E+17 1.17E+18 3.01E+18 6.45E+18 4.63E+13 4.40E+13 4.55E+13 4.78E+29 3.28E+22 2.87E+15 1.26E+08 1.48E+06 2.64E+04 6.25E+03 1.82E+03 1.82E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  5.464  1.04E+32 1.99E+31 8.56E+32 4.45E+15 1.07E+16 2.32E+16 3.22E+16 5.49E+16 7.81E+16 1.34E+17 2.01E+17 3.60E+17 6.03E+17 1.25E+18 2.53E+18 6.95E+17 1.08E+18 2.03E+18 3.50E+18 9.02E+18 1.93E+19 9.25E+13 8.79E+13 9.08E+13 1.99E+31 5.13E+23 1.69E+16 2.65E+08 2.39E+06 3.37E+04 7.36E+03 1.99E+03 1.99E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  5.606  4.35E+33 8.29E+32 3.57E+34 8.89E+15 2.13E+16 4.64E+16 6.44E+16 1.10E+17 1.56E+17 2.68E+17 4.03E+17 7.19E+17 1.21E+18 2.50E+18 5.06E+18 2.07E+18 3.22E+18 6.07E+18 1.05E+19 2.70E+19 5.79E+19 1.85E+14 1.75E+14 1.81E+14 8.29E+32 8.03E+24 1.00E+17 5.58E+08 3.88E+06 4.30E+04 8.68E+03 2.18E+03 2.18E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 22 A= 71: Positive-Parity Spin-dependent Level Density [MeV-1] for TI 71  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.197  1.00E+00 3.01E+00 2.71E+01 0.00E+00 0.00E+00 0.00E+00 1.51E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.278  1.00E+00 1.51E+00 1.21E+01 0.00E+00 0.00E+00 0.00E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.341  2.00E+00 3.01E+00 2.11E+01 0.00E+00 0.00E+00 1.51E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.394  3.00E+00 3.01E+00 1.51E+01 0.00E+00 1.51E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.440  4.00E+00 9.16E+00 3.71E+01 4.52E+00 3.01E+00 0.00E+00 1.24E-01 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.482  7.00E+00 1.38E+01 7.80E+01 4.52E+00 6.03E+00 0.00E+00 1.24E-01 1.51E+00 0.00E+00 1.22E-01 0.00E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.521  1.10E+01 2.08E+01 1.85E+02 1.99E+00 9.04E+00 1.31E-01 1.63E+00 1.51E+00 0.00E+00 4.27E-01 1.51E+00 3.12E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.557  1.80E+01 3.05E+01 2.50E+02 8.17E+00 7.80E+00 3.14E+00 1.51E+00 0.00E+00 1.93E-01 2.03E+00 3.01E+00 1.61E+00 1.51E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.590  2.80E+01 4.80E+01 4.22E+02 1.29E+01 7.80E+00 7.77E+00 1.51E+00 0.00E+00 2.29E+00 3.53E+00 3.01E+00 4.62E+00 1.62E+00 3.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.622  4.10E+01 5.47E+01 5.19E+02 1.21E+01 7.53E+00 5.61E+00 6.03E+00 4.12E-01 5.11E+00 3.98E+00 3.01E+00 4.69E+00 3.12E+00 3.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.653  5.60E+01 7.26E+01 6.96E+02 1.13E+01 6.73E+00 8.51E+00 1.18E+01 4.73E+00 6.79E+00 8.72E+00 6.03E+00 3.51E+00 4.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.682  7.60E+01 8.30E+01 8.43E+02 7.08E+00 1.02E+01 8.13E+00 7.95E+00 1.56E+01 9.45E+00 7.21E+00 6.48E+00 7.86E+00 3.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.710  9.90E+01 1.04E+02 1.19E+03 3.21E+00 8.33E+00 8.30E+00 8.32E+00 2.61E+01 1.81E+01 9.04E+00 9.50E+00 7.53E+00 8.11E-01 5.97E-01 1.51E+00 3.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.736  1.28E+02 1.27E+02 1.60E+03 3.05E+00 5.32E+00 5.45E+00 7.64E+00 3.16E+01 2.86E+01 1.05E+01 1.66E+01 6.86E+00 3.56E+00 5.97E-01 1.51E+00 4.52E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.762  1.71E+02 2.10E+02 2.77E+03 5.58E+00 1.00E+01 8.53E+00 1.82E+01 4.22E+01 3.62E+01 2.41E+01 2.15E+01 1.29E+01 7.82E+00 4.65E+00 8.35E+00 3.01E+00 6.03E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.787  2.30E+02 2.66E+02 3.54E+03 1.14E+01 1.25E+01 9.88E+00 2.25E+01 5.42E+01 3.92E+01 3.31E+01 2.45E+01 1.62E+01 5.50E+00 5.56E+00 9.69E+00 7.53E+00 8.26E+00 6.03E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.811  3.14E+02 4.01E+02 5.26E+03 3.12E+01 2.83E+01 2.01E+01 3.77E+01 5.42E+01 5.27E+01 4.22E+01 3.62E+01 2.27E+01 1.60E+01 9.70E+00 1.27E+01 1.05E+01 1.43E+01 8.36E+00 3.01E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.835  4.23E+02 4.78E+02 6.55E+03 3.75E+01 3.19E+01 2.31E+01 4.23E+01 5.87E+01 4.67E+01 6.18E+01 3.46E+01 3.02E+01 2.36E+01 1.57E+01 2.19E+01 1.73E+01 1.69E+01 9.87E+00 3.01E+00 3.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.858  5.68E+02 6.79E+02 9.59E+03 4.44E+01 5.66E+01 4.91E+01 4.82E+01 6.79E+01 7.37E+01 5.12E+01 4.52E+01 5.54E+01 4.34E+01 3.16E+01 3.10E+01 3.54E+01 1.99E+01 1.44E+01 5.35E+00 6.03E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.880  7.64E+02 8.88E+02 1.20E+04 6.82E+01 1.11E+02 8.37E+01 5.64E+01 5.59E+01 8.53E+01 4.22E+01 5.57E+01 8.08E+01 5.81E+01 5.72E+01 4.22E+01 3.62E+01 2.74E+01 1.44E+01 8.36E+00 4.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.923  1.47E+03 1.93E+03 2.50E+04 1.95E+02 2.32E+02 2.55E+02 1.39E+02 9.89E+01 7.67E+01 1.01E+02 1.28E+02 1.57E+02 1.51E+02 1.34E+02 1.02E+02 6.33E+01 3.24E+01 3.01E+01 1.36E+01 9.04E+00 6.03E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.964  2.82E+03 3.49E+03 4.80E+04 4.14E+02 4.26E+02 2.73E+02 2.84E+02 1.16E+02 1.73E+02 1.78E+02 2.23E+02 2.83E+02 3.01E+02 2.74E+02 1.91E+02 1.04E+02 7.23E+01 5.69E+01 3.16E+01 3.62E+01 2.56E+01 1.36E+01 7.53E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  1.004  5.23E+03 6.17E+03 9.39E+04 6.14E+02 4.72E+02 3.55E+02 4.19E+02 2.80E+02 4.65E+02 4.31E+02 4.84E+02 5.17E+02 5.18E+02 4.44E+02 3.25E+02 2.11E+02 1.73E+02 1.22E+02 1.05E+02 9.34E+01 6.03E+01 3.77E+01 2.41E+01 1.51E+01 3.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.041  9.58E+03 1.12E+04 1.86E+05 7.74E+02 6.23E+02 5.28E+02 4.99E+02 8.36E+02 9.78E+02 9.85E+02 1.02E+03 8.98E+02 7.59E+02 6.28E+02 5.54E+02 4.88E+02 4.31E+02 3.77E+02 2.97E+02 2.09E+02 1.58E+02 9.04E+01 5.72E+01 2.71E+01 6.03E+00 6.03E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.078  1.79E+04 2.20E+04 3.73E+05 1.35E+03 1.01E+03 9.19E+02 1.08E+03 1.83E+03 2.17E+03 2.15E+03 1.97E+03 1.48E+03 1.18E+03 1.07E+03 1.03E+03 1.06E+03 9.63E+02 8.60E+02 6.87E+02 4.56E+02 3.18E+02 1.96E+02 1.33E+02 6.03E+01 4.37E+01 1.81E+01 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.113  3.33E+04 3.96E+04 7.02E+05 2.12E+03 1.63E+03 1.14E+03 2.15E+03 3.16E+03 3.72E+03 3.84E+03 3.26E+03 2.71E+03 2.13E+03 2.08E+03 2.07E+03 2.00E+03 1.97E+03 1.69E+03 1.26E+03 9.46E+02 6.13E+02 4.16E+02 2.68E+02 2.03E+02 1.13E+02 6.93E+01 3.92E+01 1.36E+01 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.148  6.16E+04 7.35E+04 1.35E+06 4.35E+03 2.45E+03 2.68E+03 4.10E+03 5.04E+03 5.78E+03 6.01E+03 5.54E+03 5.06E+03 4.66E+03 4.46E+03 4.31E+03 4.03E+03 3.65E+03 2.97E+03 2.37E+03 1.84E+03 1.26E+03 9.75E+02 6.87E+02 4.87E+02 3.42E+02 2.06E+02 1.22E+02 6.03E+01 3.31E+01 7.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
