                    *********************************************************************************
                    *  Z= 62 A=145: Positive-Parity Spin-dependent Level Density [MeV-1] for SM145  *
 140.00  3.173  1.05E+25 7.04E+23 1.25E+25 4.99E+21 1.00E+22 1.52E+22 5.14E+22 4.20E+22 6.60E+22 4.74E+22 5.84E+22 6.61E+22 8.47E+22 8.51E+22 8.60E+22 8.04E+22 1.02E+21 8.79E+20 8.56E+20 6.29E+20 6.04E+20 4.77E+20 3.76E+20 3.29E+20 2.62E+20 2.14E+20 1.70E+20 1.65E+20 1.16E+20 1.09E+20 7.26E+19 5.44E+19 3.69E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.284  2.11E+25 1.41E+24 2.52E+25 9.99E+21 2.01E+22 3.03E+22 1.03E+23 8.41E+22 1.32E+23 9.48E+22 1.17E+23 1.32E+23 1.69E+23 1.70E+23 1.72E+23 1.61E+23 3.04E+21 2.62E+21 2.55E+21 1.88E+21 1.80E+21 1.43E+21 1.12E+21 9.83E+20 7.82E+20 6.41E+20 5.07E+20 4.95E+20 3.48E+20 3.25E+20 2.17E+20 1.63E+20 1.10E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.392  4.24E+25 2.85E+24 5.11E+25 2.00E+22 4.01E+22 6.07E+22 2.06E+23 1.68E+23 2.64E+23 1.90E+23 2.33E+23 2.64E+23 3.39E+23 3.40E+23 3.44E+23 3.21E+23 9.06E+21 7.82E+21 7.61E+21 5.60E+21 5.38E+21 4.26E+21 3.35E+21 2.94E+21 2.34E+21 1.92E+21 1.52E+21 1.48E+21 1.04E+21 9.74E+20 6.51E+20 4.87E+20 3.31E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.496  8.54E+25 5.75E+24 1.04E+26 3.99E+22 8.02E+22 1.21E+23 4.11E+23 3.36E+23 5.28E+23 3.79E+23 4.67E+23 5.28E+23 6.77E+23 6.81E+23 6.88E+23 6.43E+23 2.70E+22 2.33E+22 2.27E+22 1.67E+22 1.61E+22 1.27E+22 1.00E+22 8.78E+21 6.99E+21 5.73E+21 4.54E+21 4.43E+21 3.11E+21 2.91E+21 1.95E+21 1.46E+21 9.90E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.597  1.72E+26 1.17E+25 2.15E+26 7.99E+22 1.60E+23 2.43E+23 8.23E+23 6.72E+23 1.06E+24 7.58E+23 9.33E+23 1.06E+24 1.35E+24 1.36E+24 1.38E+24 1.29E+24 8.04E+22 6.95E+22 6.78E+22 4.98E+22 4.80E+22 3.80E+22 2.99E+22 2.62E+22 2.09E+22 1.71E+22 1.36E+22 1.33E+22 9.32E+21 8.72E+21 5.83E+21 4.37E+21 2.97E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.696  3.50E+26 2.38E+25 4.48E+26 1.60E+23 3.21E+23 4.85E+23 1.65E+24 1.34E+24 2.11E+24 1.52E+24 1.87E+24 2.11E+24 2.71E+24 2.72E+24 2.75E+24 2.57E+24 2.40E+23 2.07E+23 2.02E+23 1.49E+23 1.43E+23 1.13E+23 8.94E+22 7.84E+22 6.24E+22 5.12E+22 4.06E+22 3.97E+22 2.79E+22 2.61E+22 1.75E+22 1.31E+22 8.88E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.792  7.15E+26 4.91E+25 9.49E+26 3.19E+23 6.42E+23 9.70E+23 3.29E+24 2.69E+24 4.22E+24 3.03E+24 3.73E+24 4.23E+24 5.42E+24 5.45E+24 5.50E+24 5.14E+24 7.14E+23 6.18E+23 6.03E+23 4.44E+23 4.27E+23 3.39E+23 2.67E+23 2.34E+23 1.87E+23 1.53E+23 1.21E+23 1.19E+23 8.34E+22 7.82E+22 5.22E+22 3.91E+22 2.66E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 62 A=153: Negative-parity Spin-dependent Level Density [MeV-1] for SM153  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.134  1.00E+00 3.09E+00 1.52E+01 0.00E+00 1.67E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.190  2.00E+00 7.62E+00 6.10E+01 0.00E+00 1.67E+00 1.43E+00 1.43E+00 1.43E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.232  5.00E+00 1.78E+01 1.67E+02 0.00E+00 3.33E+00 2.85E+00 2.85E+00 1.43E+00 3.09E+00 2.85E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.268  1.10E+01 2.83E+01 2.83E+02 0.00E+00 5.00E+00 4.28E+00 2.85E+00 2.88E+00 6.19E+00 2.85E+00 2.85E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.300  2.30E+01 6.55E+01 6.30E+02 4.45E-02 1.14E+01 1.17E+01 8.56E+00 8.65E+00 1.09E+01 5.71E+00 4.28E+00 2.85E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.328  4.50E+01 1.14E+02 1.09E+03 3.18E+00 1.90E+01 2.04E+01 1.71E+01 1.15E+01 1.52E+01 9.98E+00 7.13E+00 5.71E+00 2.85E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.355  8.70E+01 2.23E+02 2.12E+03 1.60E+01 3.04E+01 4.02E+01 2.71E+01 2.87E+01 2.66E+01 2.00E+01 1.43E+01 9.98E+00 5.71E+00 2.85E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.379  1.55E+02 3.14E+02 3.08E+03 2.03E+01 3.92E+01 5.18E+01 4.29E+01 4.33E+01 3.69E+01 2.85E+01 1.85E+01 1.43E+01 8.56E+00 5.71E+00 2.85E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.402  2.61E+02 5.34E+02 5.46E+03 3.52E+01 5.50E+01 8.63E+01 7.24E+01 6.49E+01 6.51E+01 5.49E+01 3.71E+01 2.57E+01 1.71E+01 9.98E+00 5.71E+00 2.85E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.424  4.27E+02 8.01E+02 8.11E+03 5.23E+01 8.69E+01 1.25E+02 1.15E+02 1.04E+02 9.42E+01 7.82E+01 5.43E+01 3.74E+01 2.33E+01 1.43E+01 8.56E+00 4.28E+00 2.85E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.445  7.03E+02 1.40E+03 1.49E+04 7.47E+01 1.42E+02 2.07E+02 1.88E+02 1.85E+02 1.75E+02 1.37E+02 1.06E+02 7.61E+01 4.78E+01 2.85E+01 1.71E+01 1.02E+01 4.28E+00 2.85E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.464  1.13E+03 2.03E+03 2.17E+04 1.03E+02 2.09E+02 2.92E+02 2.59E+02 2.59E+02 2.59E+02 2.07E+02 1.55E+02 1.12E+02 7.87E+01 4.14E+01 2.28E+01 1.59E+01 7.13E+00 2.85E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.483  1.83E+03 3.56E+03 3.87E+04 1.61E+02 3.75E+02 5.17E+02 4.67E+02 4.38E+02 4.35E+02 3.46E+02 2.76E+02 2.08E+02 1.45E+02 8.99E+01 4.57E+01 3.07E+01 1.59E+01 5.71E+00 2.85E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.502  2.93E+03 5.28E+03 5.81E+04 2.31E+02 5.27E+02 7.52E+02 6.92E+02 6.80E+02 6.58E+02 5.22E+02 3.80E+02 3.04E+02 2.30E+02 1.31E+02 7.57E+01 4.83E+01 2.45E+01 1.14E+01 5.71E+00 2.85E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.519  4.76E+03 9.32E+03 1.04E+05 4.14E+02 8.89E+02 1.27E+03 1.19E+03 1.23E+03 1.17E+03 9.67E+02 7.05E+02 5.28E+02 3.79E+02 2.55E+02 1.39E+02 9.26E+01 4.92E+01 2.57E+01 1.14E+01 4.28E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.536  7.62E+03 1.35E+04 1.52E+05 6.12E+02 1.24E+03 1.79E+03 1.76E+03 1.76E+03 1.65E+03 1.43E+03 1.07E+03 8.07E+02 5.55E+02 3.54E+02 2.30E+02 1.37E+02 7.35E+01 3.85E+01 1.74E+01 5.71E+00 2.85E+00 4.95E-04 2.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.553  1.22E+04 2.34E+04 2.66E+05 1.07E+03 2.10E+03 2.98E+03 2.98E+03 2.97E+03 2.82E+03 2.45E+03 1.93E+03 1.47E+03 1.01E+03 6.51E+02 3.99E+02 2.51E+02 1.39E+02 7.29E+01 3.78E+01 1.57E+01 5.71E+00 2.85E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.569  1.94E+04 3.37E+04 3.87E+05 1.54E+03 2.93E+03 4.13E+03 4.42E+03 4.42E+03 3.96E+03 3.47E+03 2.83E+03 2.13E+03 1.52E+03 9.81E+02 5.90E+02 3.70E+02 2.18E+02 1.08E+02 5.37E+01 2.28E+01 7.13E+00 2.86E+00 1.91E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.584  3.08E+04 5.78E+04 6.71E+05 2.59E+03 4.98E+03 6.99E+03 7.35E+03 7.33E+03 6.95E+03 6.02E+03 4.82E+03 3.77E+03 2.65E+03 1.79E+03 1.10E+03 6.36E+02 4.12E+02 2.04E+02 1.06E+02 5.18E+01 1.88E+01 5.72E+00 5.00E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.600  4.83E+04 8.21E+04 9.65E+05 3.47E+03 6.88E+03 9.59E+03 1.04E+04 1.06E+04 9.94E+03 8.42E+03 7.08E+03 5.39E+03 3.88E+03 2.60E+03 1.66E+03 9.92E+02 5.82E+02 3.23E+02 1.56E+02 8.42E+01 3.30E+01 1.14E+01 7.61E+00 2.85E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.629  1.18E+05 1.95E+05 2.35E+06 7.71E+03 1.57E+04 2.21E+04 2.40E+04 2.45E+04 2.34E+04 2.02E+04 1.71E+04 1.36E+04 9.74E+03 6.67E+03 4.25E+03 2.75E+03 1.64E+03 8.83E+02 4.57E+02 2.45E+02 1.04E+02 4.03E+01 1.93E+01 1.09E+01 3.09E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.657  2.81E+05 4.57E+05 5.61E+06 1.75E+04 3.49E+04 5.02E+04 5.47E+04 5.70E+04 5.43E+04 4.76E+04 4.04E+04 3.25E+04 2.37E+04 1.67E+04 1.10E+04 7.05E+03 4.33E+03 2.49E+03 1.30E+03 6.86E+02 3.51E+02 1.28E+02 6.09E+01 3.00E+01 1.29E+01 4.52E+00 2.40E-01 0.00E+00 4.37E-04 2.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.684  6.60E+05 1.06E+06 1.32E+07 4.00E+04 7.77E+04 1.12E+05 1.24E+05 1.30E+05 1.25E+05 1.10E+05 9.58E+04 7.71E+04 5.68E+04 4.04E+04 2.75E+04 1.80E+04 1.11E+04 6.49E+03 3.60E+03 1.90E+03 9.38E+02 4.33E+02 1.98E+02 8.71E+01 4.07E+01 2.35E+01 8.81E+00 0.00E+00 2.92E-03 3.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.709  1.53E+06 2.43E+06 3.08E+07 8.86E+04 1.72E+05 2.48E+05 2.78E+05 2.93E+05 2.84E+05 2.52E+05 2.22E+05 1.81E+05 1.34E+05 9.67E+04 6.68E+04 4.43E+04 2.82E+04 1.69E+04 9.49E+03 5.20E+03 2.77E+03 1.24E+03 5.97E+02 2.93E+02 1.22E+02 6.36E+01 4.26E+01 4.32E+00 1.44E+00 7.63E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.734  3.51E+06 5.48E+06 7.06E+07 1.93E+05 3.78E+05 5.47E+05 6.13E+05 6.52E+05 6.34E+05 5.69E+05 5.03E+05 4.17E+05 3.13E+05 2.28E+05 1.59E+05 1.08E+05 6.91E+04 4.25E+04 2.47E+04 1.39E+04 7.48E+03 3.60E+03 1.74E+03 9.01E+02 4.07E+02 1.75E+02 1.36E+02 3.95E+01 1.76E+01 1.53E+01 1.43E+01 1.91E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.758  7.91E+06 1.21E+07 1.59E+08 4.05E+05 7.98E+05 1.16E+06 1.33E+06 1.43E+06 1.40E+06 1.26E+06 1.13E+06 9.40E+05 7.15E+05 5.26E+05 3.74E+05 2.59E+05 1.67E+05 1.04E+05 6.21E+04 3.59E+04 2.00E+04 9.73E+03 5.05E+03 2.59E+03 1.30E+03 5.65E+02 3.58E+02 1.75E+02 6.79E+01 3.91E+01 4.17E+01 1.33E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.782  1.76E+07 2.68E+07 3.57E+08 8.74E+05 1.72E+06 2.49E+06 2.88E+06 3.10E+06 3.05E+06 2.76E+06 2.50E+06 2.10E+06 1.62E+06 1.20E+06 8.67E+05 6.06E+05 3.98E+05 2.53E+05 1.53E+05 8.97E+04 5.11E+04 2.63E+04 1.37E+04 7.19E+03 3.72E+03 1.90E+03 9.81E+02 5.46E+02 2.43E+02 1.47E+02 9.07E+01 6.57E+01 7.13E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.804  3.90E+07 5.86E+07 7.91E+08 1.86E+06 3.66E+06 5.32E+06 6.19E+06 6.68E+06 6.62E+06 6.03E+06 5.49E+06 4.64E+06 3.60E+06 2.69E+06 1.98E+06 1.40E+06 9.31E+05 6.02E+05 3.71E+05 2.21E+05 1.28E+05 6.80E+04 3.65E+04 1.94E+04 1.04E+04 5.62E+03 2.98E+03 1.54E+03 8.76E+02 4.40E+02 2.77E+02 1.70E+02 3.57E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
