                    *********************************************************************************
                    *  Z= 21 A= 35: Positive-Parity Spin-dependent Level Density [MeV-1] for SC 35  *
 100.00  3.993  2.39E+16 1.61E+15 5.90E+15 1.14E+15 1.18E+14 8.09E+13 1.17E+13 2.42E+14 1.21E+13 1.40E+11 8.72E+03 0.00E+00 3.06E+01 2.77E+01 2.45E+01 2.11E+01 1.77E+01 1.44E+01 1.16E+01 8.97E+00 6.86E+00 5.03E+00 3.69E+00 2.59E+00 1.79E+00 1.20E+00 7.85E-01 5.05E-01 3.15E-01 1.78E-01 1.08E-01 1.18E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  4.188  4.80E+16 3.21E+15 1.18E+16 2.28E+15 2.36E+14 1.62E+14 2.33E+13 4.84E+14 2.41E+13 1.32E+12 1.20E+04 0.00E+00 3.41E+01 3.09E+01 2.73E+01 2.35E+01 1.97E+01 1.60E+01 1.29E+01 1.00E+01 7.65E+00 5.61E+00 4.12E+00 2.89E+00 1.99E+00 1.34E+00 8.76E-01 5.63E-01 3.51E-01 1.98E-01 1.21E-01 1.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  4.374  9.62E+16 6.43E+15 2.37E+16 4.56E+15 4.72E+14 3.23E+14 4.65E+13 9.68E+14 4.82E+13 1.24E+13 1.66E+04 0.00E+00 3.76E+01 3.41E+01 3.01E+01 2.59E+01 2.17E+01 1.77E+01 1.42E+01 1.10E+01 8.44E+00 6.19E+00 4.54E+00 3.19E+00 2.20E+00 1.48E+00 9.66E-01 6.21E-01 3.87E-01 2.19E-01 1.33E-01 1.46E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.552  1.93E+17 1.29E+16 4.87E+16 9.10E+15 9.42E+14 6.45E+14 9.29E+13 1.94E+15 9.64E+13 1.17E+14 2.29E+04 0.00E+00 4.11E+01 3.73E+01 3.30E+01 2.84E+01 2.38E+01 1.93E+01 1.56E+01 1.21E+01 9.23E+00 6.76E+00 4.96E+00 3.49E+00 2.40E+00 1.62E+00 1.06E+00 6.79E-01 4.23E-01 2.40E-01 1.46E-01 1.59E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.724  3.91E+17 2.67E+16 1.10E+17 1.82E+16 1.88E+15 1.29E+15 1.86E+14 3.87E+15 1.93E+14 1.10E+15 3.15E+04 0.00E+00 4.46E+01 4.04E+01 3.58E+01 3.08E+01 2.58E+01 2.09E+01 1.69E+01 1.31E+01 1.00E+01 7.34E+00 5.39E+00 3.78E+00 2.61E+00 1.76E+00 1.15E+00 7.38E-01 4.60E-01 2.60E-01 1.58E-01 1.73E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  4.890  8.32E+17 6.16E+16 3.34E+17 3.63E+16 3.76E+15 2.57E+15 3.71E+14 7.74E+15 3.85E+14 1.04E+16 4.35E+04 0.00E+00 4.81E+01 4.36E+01 3.86E+01 3.32E+01 2.78E+01 2.26E+01 1.82E+01 1.41E+01 1.08E+01 7.92E+00 5.81E+00 4.08E+00 2.81E+00 1.90E+00 1.24E+00 7.96E-01 4.96E-01 2.81E-01 1.71E-01 1.87E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  5.050  2.14E+18 2.00E+17 1.75E+18 7.25E+16 7.50E+15 5.14E+15 7.40E+14 1.55E+16 7.70E+14 9.82E+16 5.99E+04 0.00E+00 5.16E+01 4.68E+01 4.14E+01 3.56E+01 2.98E+01 2.42E+01 1.96E+01 1.52E+01 1.16E+01 8.50E+00 6.24E+00 4.38E+00 3.02E+00 2.04E+00 1.33E+00 8.54E-01 5.32E-01 3.01E-01 1.84E-01 2.00E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  5.206  8.79E+18 1.13E+18 1.37E+19 1.45E+17 1.50E+16 1.03E+16 1.48E+15 3.09E+16 1.54E+15 9.26E+17 8.26E+04 0.00E+00 5.51E+01 5.00E+01 4.42E+01 3.80E+01 3.19E+01 2.59E+01 2.09E+01 1.62E+01 1.24E+01 9.08E+00 6.66E+00 4.68E+00 3.22E+00 2.17E+00 1.42E+00 9.12E-01 5.69E-01 3.22E-01 1.96E-01 2.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  5.357  6.01E+19 9.14E+18 1.24E+20 2.89E+17 2.99E+16 2.05E+16 2.95E+15 6.19E+16 3.08E+15 8.73E+18 1.14E+05 0.00E+00 5.86E+01 5.31E+01 4.70E+01 4.05E+01 3.39E+01 2.75E+01 2.22E+01 1.72E+01 1.32E+01 9.65E+00 7.09E+00 4.98E+00 3.43E+00 2.31E+00 1.51E+00 9.71E-01 6.05E-01 3.42E-01 2.09E-01 2.28E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  5.504  5.22E+20 8.32E+19 1.16E+21 5.78E+17 5.97E+16 4.10E+16 5.90E+15 1.24E+17 6.15E+15 8.23E+19 1.57E+05 0.00E+00 6.21E+01 5.63E+01 4.98E+01 4.29E+01 3.59E+01 2.92E+01 2.35E+01 1.82E+01 1.40E+01 1.02E+01 7.51E+00 5.28E+00 3.64E+00 2.45E+00 1.60E+00 1.03E+00 6.41E-01 3.63E-01 2.21E-01 2.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  5.647  4.83E+21 7.78E+20 1.09E+22 1.16E+18 1.19E+17 8.19E+16 1.18E+16 2.47E+17 1.23E+16 7.77E+20 2.17E+05 0.00E+00 6.56E+01 5.95E+01 5.26E+01 4.53E+01 3.80E+01 3.08E+01 2.49E+01 1.93E+01 1.47E+01 1.08E+01 7.94E+00 5.57E+00 3.84E+00 2.59E+00 1.69E+00 1.09E+00 6.78E-01 3.83E-01 2.34E-01 2.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 21 A= 70: Positive-Parity Spin-dependent Level Density [MeV-1] for SC 70  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.198  2.00E+00 1.17E+01 1.02E+02 0.00E+00 0.00E+00 1.67E+00 3.33E+00 3.33E+00 1.67E+00 1.67E+00 2.38E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.280  5.00E+00 1.67E+01 1.43E+02 0.00E+00 0.00E+00 3.33E+00 3.33E+00 5.00E+00 3.33E+00 1.67E+00 2.38E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.343  1.10E+01 2.50E+01 1.95E+02 0.00E+00 3.33E+00 3.33E+00 6.67E+00 6.67E+00 3.33E+00 2.46E-06 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.396  1.80E+01 3.00E+01 2.10E+02 3.33E+00 5.00E+00 5.00E+00 5.00E+00 5.00E+00 1.67E+00 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.443  2.90E+01 5.83E+01 3.72E+02 1.33E+01 8.33E+00 6.67E+00 1.00E+01 6.67E+00 5.00E+00 5.00E+00 3.33E+00 2.38E-06 1.67E-07 2.38E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.486  4.70E+01 8.50E+01 4.08E+02 2.83E+01 1.33E+01 1.83E+01 8.33E+00 5.00E+00 5.00E+00 5.00E+00 1.67E+00 2.62E-06 4.92E-06 2.38E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.524  7.20E+01 1.15E+02 6.08E+02 2.67E+01 1.67E+01 3.67E+01 1.33E+01 8.33E+00 6.67E+00 3.33E+00 3.61E-06 1.67E+00 4.76E-06 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.561  1.04E+02 1.48E+02 8.92E+02 2.83E+01 2.00E+01 4.67E+01 2.00E+01 1.17E+01 5.00E+00 3.33E+00 5.00E+00 5.00E+00 1.67E+00 1.67E+00 2.38E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.595  1.56E+02 2.65E+02 1.56E+03 6.50E+01 4.00E+01 6.83E+01 3.17E+01 1.17E+01 1.00E+01 1.00E+01 1.17E+01 1.17E+01 3.33E+00 1.67E+00 2.38E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.627  2.28E+02 3.08E+02 2.11E+03 5.67E+01 2.67E+01 7.33E+01 4.83E+01 3.83E+01 1.83E+01 1.50E+01 1.33E+01 1.17E+01 6.67E+00 7.14E-06 4.53E-07 2.38E-06 0.00E+00 0.00E+00 2.38E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.657  3.35E+02 5.53E+02 3.68E+03 9.33E+01 7.00E+01 1.32E+02 7.50E+01 7.50E+01 3.83E+01 2.00E+01 2.33E+01 1.83E+01 3.33E+00 3.33E+00 1.67E+00 4.76E-06 0.00E+00 2.38E-06 2.38E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.687  4.92E+02 6.97E+02 4.96E+03 7.33E+01 6.67E+01 1.78E+02 1.23E+02 1.32E+02 4.83E+01 2.33E+01 1.83E+01 8.33E+00 1.67E+01 6.67E+00 1.67E+00 2.98E-06 0.00E+00 7.40E-06 2.38E-06 2.38E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.715  7.16E+02 1.10E+03 8.25E+03 1.18E+02 1.05E+02 2.50E+02 1.87E+02 1.88E+02 8.83E+01 5.83E+01 3.50E+01 3.17E+01 2.50E+01 6.67E+00 3.33E+00 3.33E+00 9.52E-06 9.78E-06 4.76E-06 2.38E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.742  1.05E+03 1.60E+03 1.19E+04 1.77E+02 1.57E+02 3.48E+02 2.73E+02 2.65E+02 1.48E+02 9.50E+01 4.50E+01 4.50E+01 1.67E+01 1.33E+01 1.17E+01 3.33E+00 1.43E-05 3.50E-06 7.14E-06 2.38E-06 2.38E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.768  1.57E+03 2.57E+03 1.99E+04 2.23E+02 2.25E+02 5.23E+02 4.93E+02 4.77E+02 2.68E+02 1.37E+02 9.17E+01 5.17E+01 3.50E+01 2.00E+01 1.67E+01 6.67E+00 2.22E-05 4.37E-05 1.13E-05 9.52E-06 4.76E-06 2.38E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.793  2.33E+03 3.47E+03 2.71E+04 3.40E+02 3.37E+02 6.97E+02 5.55E+02 6.17E+02 3.60E+02 2.43E+02 1.15E+02 7.50E+01 4.67E+01 3.83E+01 2.50E+01 1.83E+01 5.31E-05 4.76E-05 1.13E-05 1.19E-05 3.11E-06 2.84E-06 2.38E-06 2.38E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.817  3.46E+03 5.58E+03 4.50E+04 5.22E+02 5.08E+02 1.03E+03 9.28E+02 9.93E+02 6.55E+02 3.53E+02 2.00E+02 1.40E+02 8.50E+01 8.17E+01 5.67E+01 2.17E+01 8.16E-05 2.77E-05 3.51E-05 2.62E-05 1.34E-05 9.98E-06 7.14E-06 4.76E-06 2.38E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.841  5.09E+03 7.44E+03 5.91E+04 7.50E+02 7.58E+02 1.45E+03 1.20E+03 1.19E+03 7.17E+02 5.50E+02 3.12E+02 1.98E+02 1.35E+02 8.33E+01 6.50E+01 3.17E+01 1.05E-04 5.86E-05 5.47E-05 3.57E-05 2.45E-05 1.19E-05 4.76E-06 2.38E-06 2.38E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.864  7.48E+03 1.17E+04 9.38E+04 1.19E+03 1.20E+03 2.31E+03 1.71E+03 1.75E+03 1.25E+03 8.70E+02 4.67E+02 3.60E+02 2.28E+02 1.80E+02 1.32E+02 1.83E+01 1.10E-04 9.52E-05 6.18E-05 5.59E-05 4.59E-05 2.38E-05 1.64E-05 1.19E-05 4.76E-06 4.76E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.886  1.09E+04 1.58E+04 1.28E+05 1.54E+03 1.50E+03 3.05E+03 2.53E+03 2.41E+03 1.59E+03 1.11E+03 7.43E+02 5.08E+02 3.40E+02 2.42E+02 1.93E+02 1.19E-04 1.29E-04 9.99E-05 8.61E-05 9.64E-05 5.95E-05 5.71E-05 2.83E-05 1.19E-05 4.76E-06 4.76E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.930  2.27E+04 3.16E+04 2.64E+05 3.01E+03 2.86E+03 6.16E+03 4.84E+03 4.71E+03 3.21E+03 2.25E+03 1.53E+03 1.17E+03 7.72E+02 5.73E+02 4.92E+02 1.33E+01 2.02E-04 1.69E-04 1.72E-04 7.14E-05 1.42E-04 9.28E-05 8.80E-05 6.65E-05 2.91E-05 1.56E-05 7.14E-06 4.76E-06 2.38E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.971  4.60E+04 6.15E+04 5.21E+05 5.77E+03 5.67E+03 1.21E+04 9.20E+03 8.87E+03 5.86E+03 4.48E+03 3.06E+03 2.42E+03 1.79E+03 1.28E+03 9.42E+02 3.83E+01 4.54E-04 3.33E-04 2.78E-04 2.90E-04 1.90E-04 1.31E-04 1.43E-04 1.39E-04 9.31E-05 7.14E-05 2.85E-05 2.14E-05 4.76E-06 2.38E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  1.011  9.05E+04 1.17E+05 9.79E+05 1.11E+04 1.09E+04 2.29E+04 1.72E+04 1.68E+04 1.11E+04 8.87E+03 6.16E+03 4.98E+03 3.40E+03 2.58E+03 6.62E+02 3.83E+01 6.66E-04 7.37E-04 6.68E-04 5.45E-04 5.02E-04 3.78E-04 2.92E-04 2.58E-04 1.50E-04 1.24E-04 8.56E-05 7.27E-05 4.28E-05 1.90E-05 4.76E-06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.049  1.74E+05 2.16E+05 1.84E+06 1.96E+04 1.93E+04 4.11E+04 3.19E+04 3.23E+04 2.11E+04 1.66E+04 1.22E+04 9.91E+03 6.72E+03 5.03E+03 5.55E+02 1.17E+01 1.67E+00 1.28E-03 1.19E-03 1.12E-03 9.02E-04 7.92E-04 6.90E-04 4.66E-04 3.31E-04 2.62E-04 1.71E-04 1.26E-04 8.56E-05 5.23E-05 4.76E-05 2.38E-05 1.19E-05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
